"SkinID","Url","Dialogue"
"704","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/kuailiangkuaiyue01/KuaiLiangKuaiYue_JianXiang_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/kuailiangkuaiyue01/KuaiLiangKuaiYue_JianXiang_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/kuailiangkuaiyue01/KuaiLiangKuaiYue_ShenShi_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/kuailiangkuaiyue01/KuaiLiangKuaiYue_ShenShi_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/kuailiangkuaiyue01/KuaiLiangKuaiYue_Dead.mp3""]","[[{""text"": ""荐降"", ""confidence"": 0.9955887794494629}, {""text"": ""感曹公之遇，荐诚心之降。"", ""confidence"": 0.973770797252655}, {""text"": ""亲曹而降，良谋之举。"", ""confidence"": 0.9949880838394165}], [{""text"": ""审时"", ""confidence"": 0.9995173215866089}, {""text"": ""审察时机，先发制人。"", ""confidence"": 0.9930882453918457}, {""text"": ""审袁曹之争，立不破之举。"", ""confidence"": 0.9963387846946716}], [{""text"": ""阵亡"", ""confidence"": 0.9547902345657349}, {""text"": ""·犹犹豫豫，难有大成啊！"", ""confidence"": 0.9334211349487305}]]"
"703","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell150_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell150_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell151_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell151_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dead/charDead_95.mp3""]","[[{""text"": ""荐降"", ""confidence"": 0.9857223033905029}, {""text"": "">"", ""confidence"": 0.5163732767105103}, {""text"": ""得遇曹公，吾之幸也。"", ""confidence"": 0.9926387667655945}, {""text"": ""》曹公得荆不喜，喜得吾二人足以。"", ""confidence"": 0.9747141599655151}], [{""text"": ""审时"", ""confidence"": 0.9998027086257935}, {""text"": ""深中足智，见时审情。"", ""confidence"": 0.9955402612686157}, {""text"": ""数语之言，审时度势。"", ""confidence"": 0.9926897287368774}], [{""text"": ""阵亡"", ""confidence"": 0.9494187831878662}, {""text"": ""表不能善用，所憾也。"", ""confidence"": 0.9968412518501282}]]"
"702","[]","[[{""text"": ""奇制"", ""confidence"": 0.999199390411377}, {""text"": ""声东击西，敌寇一网成擒！"", ""confidence"": 0.9895454049110413}, {""text"": ""吾意不在此地，已遣别部出发。"", ""confidence"": 0.981104850769043}], [{""text"": ""进趋"", ""confidence"": 0.9766902923583984}, {""text"": ""建上昶水城，以逼夏口。"", ""confidence"": 0.988154947757721}, {""text"": ""通川聚粮，伐吴之业，当步步为营。"", ""confidence"": 0.9892278909683228}], [{""text"": ""阵亡"", ""confidence"": 0.9774764776229858}, {""text"": ""天下之势，必归大魏，可恨，未能得见哪"", ""confidence"": 0.9948794841766357}]]"
"701","[]","[[{""text"": ""奇制"", ""confidence"": 0.9994745254516602}, {""text"": ""以正合战，出奇制胜。"", ""confidence"": 0.9921972155570984}, {""text"": ""伴攻夷陵，直取雄父。"", ""confidence"": 0.9477694630622864}], [{""text"": ""进趋"", ""confidence"": 0.9773353934288025}, {""text"": ""围垒集兵，精修守备。"", ""confidence"": 0.9919407963752747}, {""text"": ""据此方寸之地，可欺江东千里。"", ""confidence"": 0.9959640502929688}], [{""text"": ""阵亡"", ""confidence"": 0.9806191921234131}, {""text"": ""望陛下深察东野之弊，留意舟水之喻。"", ""confidence"": 0.9450685977935791}]]"
"700","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji01/WangJi_QiZhi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji01/WangJi_QiZhi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji01/WangJi_JinQu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji01/WangJi_JinQu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji01/WangJi_Dead.mp3""]","[[{""text"": ""奇制"", ""confidence"": 0.9994745254516602}, {""text"": ""以正合战，出奇制胜。"", ""confidence"": 0.9922008514404297}, {""text"": ""伴攻夷陵，直取雄父。"", ""confidence"": 0.9477688074111938}], [{""text"": ""进趋"", ""confidence"": 0.9773353934288025}, {""text"": ""围垒集兵，精修守备。"", ""confidence"": 0.9919407963752747}, {""text"": ""据此方寸之地，可欺江东千里。"", ""confidence"": 0.9959649443626404}], [{""text"": ""阵亡"", ""confidence"": 0.9805787205696106}, {""text"": ""望陛下深察东野之弊，留意舟水之喻。"", ""confidence"": 0.9450647830963135}]]"
"699","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji02/WangJi_QiZhi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji02/WangJi_QiZhi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji02/WangJi_JinQu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji02/WangJi_JinQu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji02/WangJi_Dead.mp3""]","[[{""text"": ""奇制"", ""confidence"": 0.9992532730102539}, {""text"": ""战机稍纵即逝，岂能苦等军令！"", ""confidence"": 0.9625668525695801}, {""text"": ""迁回袭敌，击其薄弱。"", ""confidence"": 0.9933608770370483}], [{""text"": ""进趋"", ""confidence"": 0.979564905166626}, {""text"": ""以蚕食之计，吞顽抗之敌。"", ""confidence"": 0.9949440360069275}, {""text"": ""先为不可胜，以待敌之可胜。"", ""confidence"": 0.991798996925354}], [{""text"": ""阵亡"", ""confidence"": 0.9800777435302734}, {""text"": ""吴寇未灭，而朝野相争如此，叫我如何"", ""confidence"": 0.9933066368103027}, {""text"": ""目。"", ""confidence"": 0.9709993600845337}]]"
"698","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji04/WangJi_QiZhi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji04/WangJi_QiZhi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji04/WangJi_JinQu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji04/WangJi_JinQu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji04/WangJi_Dead.mp3""]","[[{""text"": ""奇制"", ""confidence"": 0.9995027780532837}, {""text"": ""斗奇而争，以妙取胜。"", ""confidence"": 0.9977850914001465}, {""text"": ""用计奇略，制敌服心。"", ""confidence"": 0.9932114481925964}], [{""text"": ""进趋"", ""confidence"": 0.9779396057128906}, {""text"": ""拒天诛者意沮，而向王化者益固。"", ""confidence"": 0.953577995300293}, {""text"": ""志正则众邪不生，心静则众事不躁。"", ""confidence"": 0.9669460654258728}], [{""text"": ""阵亡"", ""confidence"": 0.9194964170455933}, {""text"": ""若子孙不竞，社稷之忧也。"", ""confidence"": 0.9735538363456726}]]"
"697","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji03/WangJi_QiZhi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji03/WangJi_QiZhi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji03/WangJi_JinQu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji03/WangJi_JinQu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji03/WangJi_Dead.mp3""]","[[{""text"": ""奇制"", ""confidence"": 0.9995110034942627}, {""text"": ""奇兵百出，敌军自溃。"", ""confidence"": 0.9762880206108093}, {""text"": ""用兵当以奇为先。"", ""confidence"": 0.993303120136261}], [{""text"": ""进趋"", ""confidence"": 0.9801884889602661}, {""text"": ""此时不战，更待何时？"", ""confidence"": 0.9900001287460327}, {""text"": ""万不可贻误战机。"", ""confidence"": 0.9423258304595947}], [{""text"": ""阵亡"", ""confidence"": 0.9819214344024658}, {""text"": ""呢，心急吃不了，热豆腐啊。"", ""confidence"": 0.9479240775108337}]]"
"696","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji05/WangJi_QiZhi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji05/WangJi_QiZhi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji05/WangJi_JinQu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji05/WangJi_JinQu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/wangji05/WangJi_Dead.mp3""]","[[{""text"": ""奇制"", ""confidence"": 0.9993259906768799}, {""text"": ""兵动而无功，威名折于外。"", ""confidence"": 0.9955136179924011}, {""text"": ""虽积兵江内，无必渡之势。"", ""confidence"": 0.9929441809654236}], [{""text"": ""进趋"", ""confidence"": 0.9640840291976929}, {""text"": ""和远在身，定众在心。"", ""confidence"": 0.9962321519851685}, {""text"": ""亲用忠良，远近协服。"", ""confidence"": 0.9943577647209167}], [{""text"": ""阵亡"", ""confidence"": 0.9936028122901917}, {""text"": ""检之则无以应敌，久之则难以遗后。"", ""confidence"": 0.9943852424621582}]]"
"695","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell273_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell273_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell274_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell274_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dead/charDead_94.mp3""]","[[{""text"": ""奇制"", ""confidence"": 0.999199390411377}, {""text"": ""声东击西，敌寇一网成擒！"", ""confidence"": 0.9895481467247009}, {""text"": ""吾意不在此地，已遣别部出发。"", ""confidence"": 0.9811106324195862}], [{""text"": ""进趋"", ""confidence"": 0.9766902923583984}, {""text"": ""建上昶水城，以逼夏口。"", ""confidence"": 0.988154947757721}, {""text"": ""通川聚粮，伐吴之业，当步步为营。"", ""confidence"": 0.9892278909683228}], [{""text"": ""阵亡"", ""confidence"": 0.9774326086044312}, {""text"": ""天下之势，必归大魏，可恨，未能得见哪"", ""confidence"": 0.9948785305023193}]]"
"694","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang02/sunliang_kuizhu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang02/sunliang_kuizhu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang02/sunliang_chezheng_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang02/sunliang_chezheng_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang02/sunliang_lijun_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang02/sunliang_lijun_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang02/sunliang_Dead.mp3""]","[[{""text"": ""溃诛"", ""confidence"": 0.9161921143531799}, {""text"": ""孤败无妨，然逆贼必诛！"", ""confidence"": 0.9628244042396545}, {""text"": ""有多大本事，全都展现出来吧！"", ""confidence"": 0.9937378168106079}], [{""text"": ""政"", ""confidence"": 0.9999672174453735}, {""text"": ""我为刀姐，贼众皆为鱼肉！"", ""confidence"": 0.950319766998291}, {""text"": ""这大好河山，岂能任你践踏？"", ""confidence"": 0.987928032875061}], [{""text"": ""立军"", ""confidence"": 0.9997208118438721}, {""text"": ""杀贼祭旗，壮我军威！"", ""confidence"": 0.9888070225715637}, {""text"": ""整军经武，以防万一。"", ""confidence"": 0.9962041974067688}], [{""text"": ""阵亡"", ""confidence"": 0.9703400135040283}, {""text"": ""权臣掌权，朝堂欲坠。"", ""confidence"": 0.9801667928695679}]]"
"693","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang01/sunliang_kuizhu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang01/sunliang_kuizhu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang01/sunliang_chezheng_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang01/sunliang_chezheng_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang01/sunliang_lijun_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang01/sunliang_lijun_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/sunliang01/sunliang_Dead.mp3""]","[[{""text"": ""溃诛"", ""confidence"": 0.9187256097793579}, {""text"": ""许以厚利，尽收其心。"", ""confidence"": 0.9974210858345032}, {""text"": ""孤若贪生怕死，何时得诛臣？"", ""confidence"": 0.9643137454986572}], [{""text"": ""政"", ""confidence"": 0.9999532699584961}, {""text"": ""害人之心不可有。"", ""confidence"": 0.9984782934188843}, {""text"": ""防人之心不可无。"", ""confidence"": 0.9901312589645386}], [{""text"": ""立军"", ""confidence"": 0.9997177124023438}, {""text"": ""整兵备战，以德搞军。"", ""confidence"": 0.8849843144416809}, {""text"": ""唯才是用，能立百胜之师！"", ""confidence"": 0.9900633692741394}], [{""text"": ""阵亡"", ""confidence"": 0.9926155209541321}, {""text"": ""密谋败落，谣言四起，社稷欲亡。"", ""confidence"": 0.9757178425788879}]]"
