"SkinID","HeroID","SkinName","SkinName_Confidence","SkinUrl"
"17","1","青梅煮酒*刘备","0.99714","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200102.png?v=5b98e8441""]"
"18","1","技法在心*刘备","0.983649","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200101.png?v=6080d3861""]"
"19","2","经典形象*孙权","0.982508","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/100801.png""]"
"20","2","英杰会聚*孙权","0.989175","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500802.png""]"
"21","2","鸾凤和鸣*孙权","0.89462","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/600802.png""]"
"22","2","吴王光耀*孙权","0.960196","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500801.png""]"
"23","2","励战年兽*孙权","0.976766","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500803.png""]"
"24","2","开泰盛世*孙权","0.986793","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500804.png""]"
"25","2","继业江东*孙权","0.96803","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500805.png""]"
"26","2","年轻贤君*孙权","0.994673","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/400801.png""]"
"27","2","元夕祈愿*孙权","0.980165","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/400802.png?v=b362c1e91""]"
"28","2","传承意志*孙权","0.987933","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/400803.png""]"
"29","2","界限突破*孙权","0.987216","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/106701.png""]"
"30","2","举众江东*孙权","0.977545","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300801.png""]"
"31","2","东吴大帝*孙权","0.983135","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300802.png""]"
"32","2","帝王之威*孙权","0.983493","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200801.png""]"
"33","2","十五而立*孙权","0.98613","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200802.png""]"
"34","3","经典形象*曹操","0.985981","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/101601.png""]"
"35","3","英杰会聚*曹操","0.991566","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/507502.png""]"
"36","3","魏武东临*曹操","0.982075","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501601.png""]"
"37","3","魏武霸业*曹操","0.982652","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/507501.png""]"
"38","3","励战年兽*曹操","0.986922","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501603.png""]"
"39","3","谯水击蛟*曹操","0.962286","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201602.png?v=ea9e4e9c1""]"
"40","3","不畏权贵*曹操","0.972198","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501604.png""]"
"41","3","兴兵雪仇*曹操","0.97967","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501605.png""]"
"42","3","山河常青*曹操","0.989898","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501606.png?v=436c9461""]"
"43","3","雪满弓刀*曹操","0.916649","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501607.png""]"
"44","3","逐鹿中原*曹操","0.98976","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/401601.png""]"
"45","3","剑履上殿*曹操","0.988814","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/407501.png""]"
"46","3","济南清政*曹操","0.993907","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/401603.png""]"
"47","3","界限突破*曹操","0.991182","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/107501.png""]"
"48","3","武将列传*曹操","0.986289","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/301601.png""]"
"49","3","求谋若渴*曹操","0.988149","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/301602.png""]"
"50","3","魏武大帝*曹操","0.985797","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201601.png""]"
"51","3","崭露头角*曹操","0.989458","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201603.png""]"
"52","3","壮心不已*曹操","0.973034","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/207501.png""]"
"53","3","凉州平乱*曹操","0.99092","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201604.png""]"
"54","4","经典形象*关羽","0.991846","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/100201.png""]"
"55","4","武动乾坤*关羽","0.994774","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/600201.png""]"
"56","4","飞龙在天*关羽","0.991778","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500201.png""]"
"57","4","单刀赴会*关羽","0.983268","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506101.png""]"
"58","4","桃园结义*关羽","0.993493","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500203.png""]"
"59","4","沱水扬威*关羽","0.887225","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500204.png""]"
"60","4","开泰盛世*关羽","0.996957","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500205.png""]"
"61","4","狂龙怒战*关羽","0.993501","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500206.png""]"
"62","4","威震华夏*关羽","0.993339","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/400201.png""]"
"63","4","乘利而进*关羽","0.990254","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/406101.png""]"
"64","4","曜武宣威*关羽","0.972369","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/400203.png?v=822b1f071""]"
"65","4","界限突破*关羽","0.994841","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/106101.png""]"
"66","4","忠肝义胆*关羽","0.992761","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300201.png""]"
"67","4","正襟危坐*关羽","0.993592","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306101.png""]"
"68","4","杯酒尚温*关羽","0.990796","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306102.png?v=51e854411""]"
"69","4","刮骨疗伤*关羽","0.991562","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200201.png?v=a7794ab71""]"
"70","5","经典形象*张飞","0.992736","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/100301.png""]"
"71","5","武动乾坤*张飞","0.990482","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/600301.png""]"
"72","5","险棋激战*张飞","0.986112","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500301.png""]"
"73","5","桃园结义*张飞","0.99137","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500302.png""]"
"74","5","酒壮豪胆*张飞","0.990205","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500303.png""]"
"75","5","万人莫敌*张飞","0.990738","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/400301.png?v=9c5085b1""]"
"76","5","雄猛震世*张飞","0.988238","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/406201.png""]"
"77","5","界限突破*张飞","0.993773","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/106201.png""]"
"78","5","勇力绝伦*张飞","0.991551","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300301.png""]"
"79","5","智擒严颜*张飞","0.989294","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306201.png""]"
"80","5","狂饮鲸吸*张飞","0.987067","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200301.png""]"
"81","5","义释严颜*张飞","0.995059","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200302.png?v=e569a7801""]"
"82","5","与关再遇*张飞","0.994603","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200303.png""]"
"83","6","经典形象*赵云","0.991139","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/100501.png""]"
"84","6","烟绚繁星*赵云","0.99251","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506402.png?v=111a6f651""]"
"85","6","武动乾坤*赵云","0.992305","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/600501.png""]"
"86","6","战场游龙*赵云","0.972053","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506401.png""]"
"87","6","赤胆龙心*赵云","0.99059","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506403.png""]"
"88","6","举世独立*赵云","0.995326","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/406401.png""]"
"89","6","只身救稚*赵云","0.993862","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/406402.png?v=82ea12f51""]"
"90","6","钟灵四时*赵云","0.994355","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/406403.png""]"
"91","6","界限突破*赵云","0.992407","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/106401.png""]"
"92","6","寒光凛然*赵云","0.955284","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306401.png?v=1c6a424f1""]"
"93","6","汉水破曹*赵云","0.994923","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306402.png?v=14779f5e1""]"
"94","6","绝之能*赵云","0.992725","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200501.png""]"
"95","6","少年将军*赵云","0.993561","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200503.png""]"
"96","6","虎威将军*赵云","0.975287","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/206401.png""]"
"97","6","单骑救主*赵云","0.99869","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/206402.png?v=fdbe37af1""]"
"98","7","经典形象*马超","0.991973","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/100601.png""]"
"99","7","武动乾坤*马超","0.991613","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/600601.png""]"
"100","7","战场荣耀*马超","0.983909","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506504.png?v=995759541""]"
"101","7","西凉雄狮*马超","0.990209","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506501.png?v=367a46131""]"
"102","7","虚拟天团*马超","0.988366","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506502.png""]"
"103","7","卷土汉中*马超","0.996863","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506503.png""]"
"104","7","一马当先*马超","0.984138","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/406501.png?v=d2eb2c7b1""]"
"105","7","界限突破*马超","0.992577","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/106501.png""]"
"106","7","勇力善战*马超","0.993776","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306501.png""]"
"107","7","卷土凉州*马超","0.9891","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300601.png""]"
"108","7","一世之杰*马超","0.96757","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200602.png""]"
"109","7","骠骑将军*马超","0.98564","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200603.png""]"
"110","7","烈火寒芒*马超","0.989198","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/206501.png""]"
"111","8","经典形象*甘宁","0.992333","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/100901.png""]"
"112","8","武动乾坤*甘宁","0.989811","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/600901.png""]"
"113","8","披星踏浪*甘宁","0.993635","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500901.png""]"
"114","8","虚拟天团*甘宁","0.99284","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500902.png""]"
"115","8","锦帆游侠*甘宁","0.989851","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/406801.png""]"
"116","8","界限突破*甘宁","0.992901","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/106801.png?v=9ccfbcb41""]"
"117","8","夜袭曹营*甘宁","0.985716","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300901.png""]"
"118","8","虎将之才*甘宁","0.988959","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300902.png""]"
"119","8","折冲将军*甘宁","0.986271","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306801.png""]"
"120","8","铁胆游侠*甘宁","0.989008","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/206801.png""]"
"121","8","震敌威*甘宁","0.981365","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200902.png""]"
"122","9","经典形象*黄盖","0.992048","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/101101.png""]"
"123","9","武动乾坤*黄盖","0.993474","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/601101.png""]"
"124","9","破天焚舰*黄盖","0.927289","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501101.png""]"
"125","9","勇力精锐*黄盖","0.988883","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501102.png""]"
"126","9","烈江映炎*黄盖","0.991441","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501103.png?v=5509981c1""]"
"127","9","赴汤蹈火*黄盖","0.956096","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/401101.png?v=423ea5a21""]"
"128","9","骁勇虎将*黄盖","0.983033","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/407001.png""]"
"129","9","界限突破*黄盖","0.996089","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/107001.png""]"
"130","9","慨然受刑*黄盖","0.951831","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/301101.png?v=c3315751""]"
"131","9","急火先锋*黄盖","0.981112","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/307001.png""]"
"132","9","轻身为国*黄盖","0.994947","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201101.png""]"
"133","9","献策焚舰*黄盖","0.941493","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/207001.png?v=dc256cad1""]"
"134","9","诈降曹营*黄盖","0.986769","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/207002.png?v=ff869c241""]"
"135","10","经典形象*夏候怀","0.881961","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/101801.png""]"
"136","10","开疆烈血*夏候厚","0.8184","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501801.png""]"
"137","10","元让伏虎*夏侯怀","0.834516","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501802.png""]"
"138","10","万难不辞*夏侯停","0.849675","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/501803.png""]"
"139","10","浴血奋战*夏侯","0.919532","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/401801.png?v=598aa18b1""]"
"140","10","独战沙场*夏侯","0.948708","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/407701.png""]"
"141","10","界限突破*夏侯停","0.879618","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/107701.png?v=fc36d1581""]"
"142","10","武将列传*夏侯","0.921699","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/301801.png""]"
"143","10","掩面惊呼*夏侯怀","0.842833","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/301802.png""]"
"144","10","失睛兵败*夏侯怀","0.830689","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201801.png""]"
"145","10","济阴太守*夏侯停","0.876801","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201802.png""]"
"146","10","拔天睛*夏侯怀","0.696402","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/207701.png?v=bf16bf2b1""]"
"147","10","独眼罗刹*夏侯怀","0.861421","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/207702.png""]"
"148","11","经典形象*张辽","0.982072","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/101901.png?v=481658861""]"
"149","11","武动乾坤*张辽","0.981268","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/601901.png""]"
"150","11","奋勇破敌*张辽","0.979347","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/507802.png?v=cba95ba91""]"
"151","11","威震逍遥*张辽","0.99221","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/507801.png?v=c90fbf391""]"
"152","11","踏雪疾驰*张辽","0.992507","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/507803.png""]"
"153","11","司空先锋*张辽","0.997148","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/407801.png""]"
"154","11","围困破敌*张辽","0.945413","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/407802.png?v=1fa21c821""]"
"155","11","枪出箭雨*张辽","0.955893","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/401903.png""]"
"156","11","界限突破*张辽","0.99399","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/107801.png""]"
"157","11","阵前先锋*张辽","0.974658","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/301901.png""]"
"158","11","身先士卒*张辽","0.99504","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/307801.png?v=56de17921""]"
"159","11","破敌未合*张辽","0.980329","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201901.png?v=40c0be7f1""]"
"160","11","攻破袁氏*张辽","0.976116","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/201902.png""]"
"161","11","风驰电*张辽","0.994684","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/207801.png""]"
"162","12","经典形象*许褚","0.975786","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/102001.png?v=7b2b70411""]"
"163","12","武动乾坤*许褚","0.98614","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/602001.png""]"
"164","12","咆虎熔金*许褚","0.955193","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/502001.png""]"
"165","12","单手拖牛*许褚","0.990565","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/402001.png""]"
"166","12","界限突破*许褚","0.988231","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/107901.png""]"
"167","12","燕领虎头*许褚","0.886671","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/302001.png""]"
"168","12","势如破竹*许褚","0.978237","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/307901.png""]"
"169","12","勇力绝人*许褚","0.988436","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/202001.png""]"
"170","12","奋力一击*许褚","0.980794","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/207901.png""]"
"171","13","经典形象*吕布","0.993484","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/102401.png""]"
"172","13","国战形象*吕布","0.98316","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/1204601.png""]"
"173","13","文和乱武*吕布","0.986012","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/608301.png?v=4909942e1""]"
"174","13","武动乾坤*吕布","0.987481","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/602401.png""]"
"175","13","新春鑫舞*吕布","0.992882","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/602403.png""]"
"176","13","武的化身*吕布","0.979625","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/502401.png""]"
"177","13","如火燎原*吕布","0.987211","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/508301.png""]"
"178","13","辕门解斗*吕布","0.949839","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/502403.png""]"
"179","13","枭勇善战*吕布","0.980002","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/402401.png""]"
"180","13","天下无双*吕布","0.980319","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/408301.png""]"
"181","13","阵斩奸宦*吕布","0.89548","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/408303.png""]"
"182","13","曜武宣威*吕布","0.937986","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/408304.png?v=bf7cbf811""]"
"183","13","界限突破*吕布","0.989617","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/108301.png""]"
"184","13","善战无前*吕布","0.972454","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/308301.png""]"
"185","13","月颜无双*吕布","0.973455","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/302402.png""]"
"186","13","晓猛战神*吕布","0.954893","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/202401.png""]"
"187","13","温情思蝉*吕布","0.984623","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/202402.png?v=8b07b6311""]"
"188","13","勇战三英*吕布","0.986828","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/202403.png?v=ed9dcb3d1""]"
"189","14","经典形象*华雄","0.993861","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/102601.png?v=14b9cac51""]"
"190","14","斩将搜石*华雄","0.833233","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/502601.png""]"
"191","14","界限突破*华雄","0.993037","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/108501.png""]"
"192","14","持枪顽抗*华雄","0.981757","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/308502.png""]"
"193","14","大战众将*华雄","0.989329","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/308503.png?v=54f5c8c51""]"
"194","15","经典形象*诸葛亮","0.991581","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/100401.png""]"
"195","15","国战形象*诸葛亮","0.985725","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/1201801.png""]"
"196","15","明智春馨*诸葛亮","0.992425","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500402.png?v=af5385ad1""]"
"197","15","战场荣耀*诸葛亮","0.985764","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500404.png?v=9a9ec2e31""]"
"198","15","空城退敌*诸葛亮","0.985782","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500401.png""]"
"199","15","一枕清梦*诸葛亮","0.986651","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/500403.png?v=8ed500df1""]"
"200","15","胸怀千军*诸葛亮","0.985787","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/400401.png""]"
"201","15","界限突破*诸葛亮","0.992508","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/106301.png""]"
"202","15","星璨长河*诸葛亮","0.991829","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300401.png""]"
"203","15","南征北战*诸葛亮","0.980393","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/300402.png""]"
"204","15","匡扶蜀汉*诸葛亮","0.962183","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200401.png""]"
"205","15","鞠躬尽*诸葛亮","0.945117","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/200402.png""]"
"206","16","经典形象*吕蒙","0.983464","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/101001.png""]"
"207","16","清雨踏春*吕蒙","0.982221","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506903.png?v=ee43b0a1""]"
"208","16","湖江激战*吕蒙","0.919554","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506901.png?v=27b458a1""]"
"209","16","濡须抗曹*吕蒙","0.901679","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/506902.png""]"
"210","16","当涂掌事*吕蒙","0.969351","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/406901.png""]"
"211","16","界限突破*吕蒙","0.984405","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/106901.png""]"
"212","16","满腹经纶*吕蒙","0.976989","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/301001.png""]"
"213","16","渡江袭敌*吕蒙","0.986787","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306901.png""]"
"214","16","士别三日*吕蒙","0.988624","[""https://web.sanguosha.com/10/pc/res/assets/runtime/general/big/static/306902.png""]"
